Name(ENG),Name(KOR),Code,Type,Rarity,Recipe,Drop,Stat,Image Name
Water Bottle,물병,WAB,Bevarage,Uncommon,WAT+GLB+2,,SR +350,Water Bottle.png
Baijiu,백주,BAJ,Bevarage,Uncommon,ALC+LIG,,SR +1000,Baijiu.png
Soju,소주,SOJ,Bevarage,Uncommon,ALC+WAT+2,,SR +350,Soju.png
Ice Coffee,아이스 커피,ICF,Bevarage,Uncommon,ICE+COF+2,,SR +530,Ice Coffee.png
Cocktail,칵테일,CTL,Bevarage,Uncommon,WHS+LEM+4,,SR +300,Cocktail.png
Coffee Liqueur,커피 리큐르,CFL,Bevarage,Uncommon,COF+ALC+2,,SR +530,Coffee Liqueur.png
Cola,콜라,COL,Bevarage,Uncommon,CWA+HNY+3,,SR +400,Coke.png
Latte,카페라테,CLA,Bevarage,Uncommon,MLK+COF+2,,SR +530,Latte.png
Honey Milk,꿀탄 우유,HMI,Bevarage,Uncommon,MLK+HNY+2,,SR +530,Honey Milk.png
Highball,하이볼,HBL,Bevarage,Uncommon,WHS+CWA+2,,SR +530,Highball.png
Chocolate Milk,초코 우유,CMI,Bevarage,Uncommon,CHO+MLK+3,,SR +400,Chocolate Milk.png
Honey Water,꿀물,HWA,Bevarage,Uncommon,HNY+WAT+2,,SR +400,Honey Water.png
Ice Water,얼음물,IWA,Bevarage,Uncommon,ICE+WAT+2,,SR +350,Ice Water.png
On The Rocks,온더락,OTR,Bevarage,Uncommon,ICE+WHS+2,,SR +530,On The Rocks.png
Cowboy,카우보이,CBY,Bevarage,Uncommon,MLK+WHS+2,,SR +530,Cowboy.png
Kaoliang Liquor,고량주,KLQ,Bevarage,Rare,BAJ+LIG+3,,SR +1080,Kaoliang Liquor.png
Hot Honey Water,뜨거운 꿀물,HHW,Bevarage,Rare,BWA+HNY+2,,SR +1080,Hot Honey Water.png
Flower Liquor,백일취,FLQ,Bevarage,Rare,BAJ+FLO+5,,SR +500,Flower Liquor.png
Americano,아메리카노,AMC,Bevarage,Rare,BWA+COF+2,,SR +1080,Americano.png
Herbal Liquor,약주,HLQ,Bevarage,Rare,BAJ+HER+5,,SR +500,Herbal Liquor.png
Whiskey Cocktail,위스키 콕,WCT,Bevarage,Rare,COL+WHS+5,,SR +500,Whiskey Cocktail.png
Purified Water,정화수,PWA,Bevarage,Rare,BWA+ICE+2,,SR +1080,Purified Water.png
Can of Cola,캔 콜라,COC,Bevarage,Rare,COL+CAN+2,,SR +1400,Canned Coke.png
Hot Chocolate,핫초코,HOC,Bevarage,Rare,BWA+CHO+4,,SR +450,Hot Chocolate.png
White Russian,깔루아 밀크,WRS,Bevarage,Rare,CFL+MLK+4,,SR +660,Kahlua Milk.png
Surveillance Camera,감시 카메라,CAM,Summon,Common,,"DK 6,BC 5,UT 6,AV 6,HS 6,AR 5,CM 6,SC 6",,Surveillance Camera.png
Snare,올가미,SNR,Summon,Common,,"DK 6,PN 6,BC 5,AR 5,FR 5,CP 5",AP +10,Snare.png
Mouse Trap,쥐덫,MTR,Summon,Common,,"PN 7,BC 5,CM 6",AP +50,Mouse Trap.png
Piano Wire,피아노선,PWR,Summon,Common,,"BC 6,UT 7,HT 7,CP 6",AP +130,Piano Wire.png
Spiked Plank,가시 발판,SPL,Summon,Uncommon,MTR+NAI+2,,AP +120,Spiked Plank.png
Enhanced Mouse Trap,개량형 쥐덫,EMT,Summon,Uncommon,MTR+IRO+2,,AP +160,Enhanced Mouse Trap.png
Dynamite,다이너마이트,DYN,Summon,Uncommon,PWR+GUN,,AP +220,Dynamite.png
Bamboo Trap,대나무 트랩,BBT,Summon,Uncommon,SNR+BAM+2,,AP +30,Bamboo Trap.png
Booby Trap,부비트랩,BYT,Summon,Uncommon,SNR+GLU+2,,AP +30,Booby Trap.png
Clang Clatter,소란 발생기,CCR,Summon,Uncommon,CAN+IBA+5,,AP +40,Clang Clatter.png
Telephoto Camera,망원 카메라,TCA,Summon,Uncommon,CAM+BIN+3,,,Telephoto Camera.png
Jungle Guillotine,정글 기요틴,JGU,Summon,Uncommon,MTR+KKN,,AP +100,Jungle Guillotine.png
Explosive Trap,폭발 트랩,EPT,Summon,Uncommon,MTR+GUN,,AP +180,Explosive Trap.png
Mine,지뢰,MIN,Summon,Rare,BYT+GUN+2,,AP +80,Mine.png
Pendulum Axe,펜듈럼 도끼,PAX,Summon,Rare,BBT+HCH+2,,AP +100,Pendulum Axe.png
RDX,RDX,RDX,Summon,Rare,DYN+SCM,,AP +250,RDX.png
Mithril String,미스릴 실,MIS,Summon,Rare,MIT+PWR+3,,AP +300,Mithril String.png
Fire Trap,화염 트랩,FIT,Summon,Rare,EPT+OLC+3,,AP +280,Fire Trap.png
Hidden Maiden,히든 메이든,HMA,Summon,Rare,SPL+JGU+2,,AP +300,Hidden Maiden.png
C-4,C-4,C-4,Summon,Epic,RDX+WPW+3,,AP +340,C-4.png
Double Guillotine,더블 기요틴,DGU,Summon,Epic,JGU+PAX+2,,AP +340,Double Guillotine.png
Claymore,크레모어,CLM,Summon,Epic,MIN+EPT+2,,AP +260,Claymore.png
Stingburst,폭뢰침,SBT,Summon,Epic,RDX+SPL,,AP +350,Stingburst.png
Remote Mine,리모트 마인,RMN,Summon,Legendary,FCO+SPL+3,,AP +450,Remote Mine.png
Smart Bomb,스마트 폭탄,STB,Summon,Legendary,RDX+CEL+3,,AP +370,Smart Bomb.png
